# year,month,oceanic_fraction,continental_fraction,land_fraction,forest_fraction
1.995000000000000000e+03,1.000000000000000000e+00,9.310834596405684893e-01,6.891654035943149681e-02,3.088960939990354621e-02,3.802693095952795060e-02
1.995000000000000000e+03,2.000000000000000000e+00,9.508009850374464778e-01,4.919901496255348755e-02,3.086868285661519690e-02,1.833033210593829065e-02
1.995000000000000000e+03,3.000000000000000000e+00,8.838827858353200950e-01,1.161172141646799050e-01,6.133864482672531787e-02,5.477856933795458710e-02
1.995000000000000000e+03,4.000000000000000000e+00,7.674188864275304223e-01,2.325811135724695222e-01,5.084609844039553184e-02,1.817350151320739904e-01
1.995000000000000000e+03,5.000000000000000000e+00,6.434134026107753979e-01,3.565865973892246577e-01,2.659254922839215940e-02,3.299940481608324983e-01
1.995000000000000000e+03,6.000000000000000000e+00,4.929137088483073192e-01,5.070862911516926808e-01,1.360371704612600152e-01,3.710491206904326655e-01
1.995000000000000000e+03,7.000000000000000000e+00,4.505997216179796760e-01,5.494002783820203240e-01,1.466178796598086587e-01,4.027823987222116653e-01
1.995000000000000000e+03,8.000000000000000000e+00,3.034484823928449426e-01,6.965515176071550574e-01,1.934568058322809758e-01,5.030947117748740816e-01
1.995000000000000000e+03,9.000000000000000000e+00,4.388938039449492567e-01,5.611061960550507433e-01,1.306857167558523325e-01,4.304204792991984108e-01
1.995000000000000000e+03,1.000000000000000000e+01,7.085589810795736021e-01,2.914410189204263979e-01,4.129024580158530133e-02,2.501507731188410966e-01
1.995000000000000000e+03,1.100000000000000000e+01,9.021094433357388365e-01,9.789055666426120517e-02,3.647395785148974806e-02,6.141659881277145711e-02
1.995000000000000000e+03,1.200000000000000000e+01,9.269541342248577287e-01,7.304586577514232681e-02,3.860830492461597707e-02,3.443756085052634974e-02
1.996000000000000000e+03,1.000000000000000000e+00,9.552254392624597301e-01,4.477456073754029070e-02,2.792007461311084987e-02,1.685448612442944083e-02
1.996000000000000000e+03,2.000000000000000000e+00,9.488140651498900846e-01,5.118593485010989458e-02,3.106811514332352697e-02,2.011781970678636761e-02
1.996000000000000000e+03,3.000000000000000000e+00,9.390879200372438396e-01,6.091207996275620901e-02,3.802891860219517056e-02,2.288316136056103844e-02
1.996000000000000000e+03,4.000000000000000000e+00,8.691765427484479112e-01,1.308234572515520611e-01,4.159789022514578938e-02,8.922556702640627169e-02
1.996000000000000000e+03,5.000000000000000000e+00,8.886740480445953771e-01,1.113259519554046784e-01,3.558387903806450869e-02,7.574207291734016967e-02
1.996000000000000000e+03,6.000000000000000000e+00,5.241448238967476581e-01,4.758551761032523975e-01,1.495047442258667925e-01,3.263504318773856050e-01
1.996000000000000000e+03,7.000000000000000000e+00,3.449111083779002884e-01,6.550888916220997116e-01,2.807468062367881600e-01,3.743420853853115515e-01
1.996000000000000000e+03,8.000000000000000000e+00,5.143840497316007898e-01,4.856159502683991547e-01,1.384025843969586833e-01,3.472133658714404714e-01
1.996000000000000000e+03,9.000000000000000000e+00,4.983651611389330327e-01,5.016348388610669673e-01,1.332994877032249725e-01,3.683353511578419948e-01
1.996000000000000000e+03,1.000000000000000000e+01,7.130067465400938831e-01,2.869932534599061169e-01,4.134662622722559688e-02,2.456466272326805200e-01
1.996000000000000000e+03,1.100000000000000000e+01,9.187437078541619284e-01,8.125629214583811322e-02,3.299827109953103882e-02,4.825802104630707440e-02
1.996000000000000000e+03,1.200000000000000000e+01,9.264096002386902340e-01,7.359039976130976601e-02,2.638048905393479415e-02,4.720991070737497186e-02
1.997000000000000000e+03,1.000000000000000000e+00,9.480768986310610380e-01,5.192310136893891342e-02,4.583850573117179833e-02,6.084595637767116830e-03
1.997000000000000000e+03,2.000000000000000000e+00,9.586537861786955661e-01,4.134621382130448247e-02,2.425929369193353599e-02,1.708692012937094648e-02
1.997000000000000000e+03,3.000000000000000000e+00,9.588241393126371026e-01,4.117586068736288352e-02,3.135569557504881005e-02,9.820165112314075198e-03
1.997000000000000000e+03,4.000000000000000000e+00,8.702753992357762369e-01,1.297246007642237353e-01,5.046222314475189152e-02,7.926237761947184379e-02
1.997000000000000000e+03,5.000000000000000000e+00,7.218520341646268434e-01,2.781479658353731566e-01,3.861085514479442593e-02,2.395371106905787306e-01
1.997000000000000000e+03,6.000000000000000000e+00,8.818754439763833997e-01,1.181245560236165448e-01,2.648699695668962906e-02,9.163755906692691577e-02
1.997000000000000000e+03,7.000000000000000000e+00,4.756372936667371265e-01,5.243627063332628735e-01,1.477288418774883039e-01,3.766338644557745696e-01
1.997000000000000000e+03,8.000000000000000000e+00,5.821300109742708617e-01,4.178699890257290828e-01,1.314311348667369650e-01,2.864388541589921178e-01
1.997000000000000000e+03,9.000000000000000000e+00,6.965325267256626818e-01,3.034674732743373182e-01,2.080199246921865530e-02,2.826654808051186629e-01
1.997000000000000000e+03,1.000000000000000000e+01,8.027302390097718066e-01,1.972697609902281934e-01,3.431025126020170735e-02,1.629595097300264861e-01
1.997000000000000000e+03,1.100000000000000000e+01,8.970111019425360821e-01,1.029888980574639179e-01,3.276536767864249300e-02,7.022353037882142490e-02
1.997000000000000000e+03,1.200000000000000000e+01,9.178624978282050595e-01,8.213750217179498214e-02,3.236196031168069032e-02,4.977554186011429183e-02
1.998000000000000000e+03,1.000000000000000000e+00,9.103080028854499961e-01,8.969199711454996227e-02,3.004329586791126133e-02,5.964870124663870093e-02
1.998000000000000000e+03,2.000000000000000000e+00,8.851738575701494360e-01,1.148261424298506056e-01,6.458505928540414498e-02,5.024108314444646062e-02
1.998000000000000000e+03,3.000000000000000000e+00,8.879370219931701502e-01,1.120629780068298775e-01,4.804505744982691395e-02,6.401792055700296358e-02
1.998000000000000000e+03,4.000000000000000000e+00,8.707724912952330421e-01,1.292275087047670135e-01,3.561633080354401071e-02,9.361117790122300275e-02
1.998000000000000000e+03,5.000000000000000000e+00,5.313772108013524731e-01,4.686227891986475269e-01,1.714024072642819085e-01,2.972203819343656184e-01
1.998000000000000000e+03,6.000000000000000000e+00,5.266663787429328725e-01,4.733336212570671275e-01,1.718469389627385047e-01,3.014866822943286229e-01
1.998000000000000000e+03,7.000000000000000000e+00,3.631356391433157027e-01,6.368643608566842973e-01,2.085234235743296249e-01,4.283409372823546724e-01
1.998000000000000000e+03,8.000000000000000000e+00,5.599549742034515276e-01,4.400450257965484169e-01,1.079174047155426197e-01,3.321276210810057972e-01
1.998000000000000000e+03,9.000000000000000000e+00,5.047915238530091830e-01,4.952084761469907614e-01,1.202191785470994589e-01,3.749892975998913025e-01
1.998000000000000000e+03,1.000000000000000000e+01,8.426080784902627574e-01,1.573919215097372426e-01,3.044399659411251013e-02,1.269479249156247325e-01
1.998000000000000000e+03,1.100000000000000000e+01,9.234592878239640257e-01,7.654071217603596045e-02,4.068412272342665503e-02,3.585658945260930541e-02
1.998000000000000000e+03,1.200000000000000000e+01,9.103166216043376835e-01,8.968337839566227487e-02,3.889258870706053389e-02,5.079078968860174098e-02
1.999000000000000000e+03,1.000000000000000000e+00,9.641595749193578868e-01,3.584042508064207155e-02,2.695449478309335303e-02,8.885930297548718521e-03
1.999000000000000000e+03,2.000000000000000000e+00,9.382296339521789541e-01,6.177036604782108753e-02,3.858218942218186176e-02,2.318817662563922924e-02
1.999000000000000000e+03,3.000000000000000000e+00,9.436105893971417080e-01,5.638941060285827117e-02,4.222287795040297054e-02,1.416653265245529890e-02
1.999000000000000000e+03,4.000000000000000000e+00,7.266890789322733024e-01,2.733109210677266976e-01,4.665350129873530038e-02,2.266574197689913972e-01
1.999000000000000000e+03,5.000000000000000000e+00,6.266077868185171429e-01,3.733922131814828571e-01,3.915970254733530664e-02,3.342325106341475505e-01
1.999000000000000000e+03,6.000000000000000000e+00,6.768694690143994830e-01,3.231305309856004615e-01,7.132282102126175083e-02,2.518077099643387107e-01
1.999000000000000000e+03,7.000000000000000000e+00,5.142846748540630397e-01,4.857153251459369603e-01,1.936105359800540660e-01,2.921047891658828943e-01
1.999000000000000000e+03,8.000000000000000000e+00,1.659913639886136938e-01,8.340086360113863062e-01,3.626209241490587210e-01,4.713877118623275853e-01
1.999000000000000000e+03,9.000000000000000000e+00,5.857790219774265950e-01,4.142209780225733495e-01,5.612164571210398467e-02,3.580993323104693649e-01
1.999000000000000000e+03,1.000000000000000000e+01,4.621865135604590336e-01,5.378134864395409664e-01,1.442141815451981612e-01,3.935993048943428052e-01
1.999000000000000000e+03,1.100000000000000000e+01,7.191102332652443696e-01,2.808897667347556859e-01,8.312739960027076824e-02,1.977623671344849177e-01
1.999000000000000000e+03,1.200000000000000000e+01,9.455105723485385250e-01,5.448942765146145423e-02,3.094704231362839508e-02,2.354238533783305914e-02
2.000000000000000000e+03,1.000000000000000000e+00,9.672656901959680864e-01,3.273430980403189278e-02,2.948985372540487149e-02,3.244456078627022590e-03
2.000000000000000000e+03,2.000000000000000000e+00,9.685805871944718204e-01,3.141941280552817267e-02,2.219425542725585176e-02,9.225157378272322642e-03
2.000000000000000000e+03,3.000000000000000000e+00,9.309915932590983045e-01,6.900840674090172322e-02,4.308461028559838757e-02,2.592379645530333565e-02
2.000000000000000000e+03,4.000000000000000000e+00,9.447951206731732832e-01,5.520487932682671683e-02,3.094584027503657561e-02,2.425903905179014122e-02
2.000000000000000000e+03,5.000000000000000000e+00,7.121190833091750605e-01,2.878809166908248840e-01,3.813532432358857083e-02,2.497455923672363132e-01
2.000000000000000000e+03,6.000000000000000000e+00,9.201961839115684327e-01,7.980381608843158114e-02,2.223013147473627132e-02,5.757368461369530982e-02
2.000000000000000000e+03,7.000000000000000000e+00,7.475393242185908171e-01,2.524606757814091273e-01,6.516560244496757970e-02,1.872950733364415477e-01
2.000000000000000000e+03,8.000000000000000000e+00,4.787485500974865138e-01,5.212514499025134862e-01,1.339971221271490931e-01,3.872543277753643931e-01
2.000000000000000000e+03,9.000000000000000000e+00,7.212480930884709318e-01,2.787519069115290682e-01,4.832648620211746349e-02,2.304254207094116047e-01
2.000000000000000000e+03,1.000000000000000000e+01,7.364258472897389218e-01,2.635741527102610782e-01,4.722161856565243454e-02,2.163525341446086436e-01
2.000000000000000000e+03,1.100000000000000000e+01,9.198437241717818402e-01,8.015627582821817365e-02,4.085967708450865404e-02,3.929659874370951961e-02
2.000000000000000000e+03,1.200000000000000000e+01,9.420505824770221137e-01,5.794941752297793486e-02,2.779330210359614792e-02,3.015611541938178694e-02
2.001000000000000000e+03,1.000000000000000000e+00,9.486503589005081949e-01,5.134964109949179817e-02,2.649195584920035346e-02,2.485768525029144471e-02
2.001000000000000000e+03,2.000000000000000000e+00,9.572044812786475454e-01,4.279551872135240603e-02,2.492426680064533176e-02,1.787125192070707427e-02
2.001000000000000000e+03,3.000000000000000000e+00,9.063304063082098239e-01,9.366959369179017614e-02,3.703146095653344488e-02,5.663813273525673125e-02
2.001000000000000000e+03,4.000000000000000000e+00,9.159559247011833660e-01,8.404407529881667560e-02,3.192998943545050788e-02,5.211408586336616772e-02
2.001000000000000000e+03,5.000000000000000000e+00,8.672934942455955420e-01,1.327065057544044580e-01,2.677488320033960534e-02,1.059316225540648526e-01
2.001000000000000000e+03,6.000000000000000000e+00,7.743976293461969362e-01,2.256023706538030638e-01,5.634175141344471838e-02,1.692606192403583454e-01
2.001000000000000000e+03,7.000000000000000000e+00,8.375781414054391805e-01,1.624218585945608473e-01,4.095654660489653209e-02,1.214653119896643152e-01
2.001000000000000000e+03,8.000000000000000000e+00,4.200000006461133140e-01,5.799999993538866860e-01,2.169999708562152518e-01,3.630000284976714342e-01
2.001000000000000000e+03,9.000000000000000000e+00,8.491980980227945563e-01,1.508019019772054437e-01,3.248122363347277775e-02,1.183206783437326659e-01
2.001000000000000000e+03,1.000000000000000000e+01,8.576866431329033258e-01,1.423133568670967297e-01,3.704333559115537133e-02,1.052700212759413584e-01
2.001000000000000000e+03,1.100000000000000000e+01,8.652754159883202512e-01,1.347245840116797766e-01,3.756420166896506929e-02,9.716038234271470730e-02
2.001000000000000000e+03,1.200000000000000000e+01,9.165359167460688239e-01,8.346408325393113448e-02,3.179271917957250670e-02,5.167136407435862777e-02
2.002000000000000000e+03,1.000000000000000000e+00,9.622307502529376944e-01,3.776924974706227789e-02,2.617671668484402442e-02,1.159253306221825520e-02
2.002000000000000000e+03,2.000000000000000000e+00,9.569085311295495444e-01,4.309146887045044866e-02,2.698874395171335996e-02,1.610272491873708869e-02
2.002000000000000000e+03,3.000000000000000000e+00,9.460481198951519177e-01,5.395188010484808921e-02,3.124965845753145330e-02,2.270222164731663592e-02
2.002000000000000000e+03,4.000000000000000000e+00,9.325465582534000486e-01,6.745344174659999303e-02,3.904435756651901401e-02,2.840908418008098249e-02
2.002000000000000000e+03,5.000000000000000000e+00,8.940334247720377325e-01,1.059665752279622258e-01,2.596104565545516440e-02,8.000552957250706143e-02
2.002000000000000000e+03,6.000000000000000000e+00,6.681841205211791479e-01,3.318158794788208521e-01,8.480777110227899485e-02,2.470081083765418573e-01
2.002000000000000000e+03,7.000000000000000000e+00,8.000132510382937934e-01,1.999867489617062066e-01,6.017899175091631636e-02,1.398077572107898903e-01
2.002000000000000000e+03,8.000000000000000000e+00,6.380104397073256273e-01,3.619895602926743727e-01,7.322879081128430556e-02,2.887607694813900672e-01
2.002000000000000000e+03,9.000000000000000000e+00,7.021115542654299269e-01,2.978884457345700731e-01,2.856978141212057620e-02,2.693186643224494969e-01
2.002000000000000000e+03,1.000000000000000000e+01,8.359219214693921485e-01,1.640780785306078515e-01,2.126680282874440775e-02,1.428112757018634438e-01
2.002000000000000000e+03,1.100000000000000000e+01,9.283142922720580836e-01,7.168570772794191637e-02,2.558178812651044215e-02,4.610391960143147422e-02
2.002000000000000000e+03,1.200000000000000000e+01,9.440338085686763581e-01,5.596619143132369745e-02,2.675329395435492585e-02,2.921289747696877159e-02
2.003000000000000000e+03,1.000000000000000000e+00,9.238386007389923771e-01,7.616139926100759516e-02,2.664026882071415803e-02,4.952113044029343714e-02
2.003000000000000000e+03,2.000000000000000000e+00,9.551739574879912764e-01,4.482604251200877216e-02,2.463833683693645790e-02,2.018770567507231425e-02
2.003000000000000000e+03,3.000000000000000000e+00,9.295001965863700644e-01,7.049980341362996339e-02,3.826718842511395852e-02,3.223261498851600487e-02
2.003000000000000000e+03,4.000000000000000000e+00,8.065975457849965391e-01,1.934024542150034054e-01,3.563974316667578579e-02,1.577627110483276196e-01
2.003000000000000000e+03,5.000000000000000000e+00,9.410114683745613995e-01,5.898853162543863521e-02,2.665440504760133861e-02,3.233412657783729660e-02
2.003000000000000000e+03,6.000000000000000000e+00,9.121285667438961964e-01,8.787143325610376199e-02,2.793622524588218470e-02,5.993520801022157729e-02
2.003000000000000000e+03,7.000000000000000000e+00,6.037328792668759103e-01,3.962671207331240342e-01,1.540383346544990928e-01,2.422287860786249414e-01
2.003000000000000000e+03,8.000000000000000000e+00,4.126394225040681540e-01,5.873605774959318460e-01,1.555151139365565371e-01,4.318454635593753088e-01
2.003000000000000000e+03,9.000000000000000000e+00,5.261427012594125374e-01,4.738572987405874626e-01,1.766884483832585895e-01,2.971688503573288731e-01
2.003000000000000000e+03,1.000000000000000000e+01,6.681176438012146335e-01,3.318823561987853110e-01,4.560627917546117294e-02,2.862760770233241381e-01
2.003000000000000000e+03,1.100000000000000000e+01,8.776423021935856328e-01,1.223576978064143395e-01,3.561218245213219891e-02,8.674551535428214055e-02
2.003000000000000000e+03,1.200000000000000000e+01,9.260341345968821081e-01,7.396586540311787805e-02,3.510760683882981764e-02,3.885825856428806041e-02
2.004000000000000000e+03,1.000000000000000000e+00,9.550932581605254823e-01,4.490674183947454545e-02,3.705747809164182394e-02,7.849263747832718047e-03
2.004000000000000000e+03,2.000000000000000000e+00,9.404592074872077934e-01,5.954079251279222051e-02,3.090357461105346093e-02,2.863721790173875958e-02
2.004000000000000000e+03,3.000000000000000000e+00,9.545725092108752197e-01,4.542749078912479421e-02,2.748323504066754741e-02,1.794425574845724680e-02
2.004000000000000000e+03,4.000000000000000000e+00,8.910007071788461630e-01,1.089992928211538509e-01,5.047313273910843112e-02,5.852616008204541975e-02
2.004000000000000000e+03,5.000000000000000000e+00,7.215491098280227833e-01,2.784508901719772167e-01,7.610538854047160795e-02,2.023455016315056088e-01
2.004000000000000000e+03,6.000000000000000000e+00,7.427334415384920785e-01,2.572665584615079215e-01,8.264365732198036829e-02,1.746229011395275532e-01
2.004000000000000000e+03,7.000000000000000000e+00,7.552418310278571356e-01,2.447581689721428644e-01,8.523562437514886625e-02,1.595225445969939981e-01
2.004000000000000000e+03,8.000000000000000000e+00,5.089567319359319386e-01,4.910432680640680614e-01,1.880056899321773112e-01,3.030375781318907502e-01
2.004000000000000000e+03,9.000000000000000000e+00,4.729619505870394924e-01,5.270380494129605076e-01,1.365001303051208148e-01,3.905379191078396928e-01
2.004000000000000000e+03,1.000000000000000000e+01,7.250377175452221712e-01,2.749622824547778288e-01,3.578965436854528170e-02,2.391726280862325471e-01
2.004000000000000000e+03,1.100000000000000000e+01,8.429804745927694798e-01,1.570195254072305480e-01,4.387950442101702653e-02,1.131400209862135214e-01
2.004000000000000000e+03,1.200000000000000000e+01,9.589895089412601159e-01,4.101049105873993267e-02,2.827299083489998380e-02,1.273750022383994887e-02
2.005000000000000000e+03,1.000000000000000000e+00,9.541306882469506867e-01,4.586931175304936187e-02,3.114923779736023662e-02,1.472007395568912524e-02
2.005000000000000000e+03,2.000000000000000000e+00,9.354738979158302437e-01,6.452610208416971471e-02,4.674868609162740468e-02,1.777741599254231003e-02
2.005000000000000000e+03,3.000000000000000000e+00,9.152475793911798441e-01,8.475242060882021145e-02,3.699292073132067621e-02,4.775949987749953524e-02
2.005000000000000000e+03,4.000000000000000000e+00,8.302312088078106500e-01,1.697687911921893777e-01,3.330919379263763691e-02,1.364595973995517408e-01
2.005000000000000000e+03,5.000000000000000000e+00,6.811076145905530232e-01,3.188923854094470323e-01,5.832909979715861226e-02,2.605632856122884200e-01
2.005000000000000000e+03,6.000000000000000000e+00,6.585280319216109124e-01,3.414719680783890321e-01,1.144880166293568424e-01,2.269839514490321897e-01
2.005000000000000000e+03,7.000000000000000000e+00,4.709770949723099953e-01,5.290229050276900047e-01,2.192890102326264801e-01,3.097338947950635246e-01
2.005000000000000000e+03,8.000000000000000000e+00,4.674250782767891410e-01,5.325749217232108590e-01,1.908740680725671823e-01,3.417008536506436767e-01
2.005000000000000000e+03,9.000000000000000000e+00,5.798001510633050692e-01,4.201998489366948752e-01,1.061521409188508902e-01,3.140477080178439850e-01
2.005000000000000000e+03,1.000000000000000000e+01,6.528742790790722506e-01,3.471257209209276939e-01,5.015398774881385524e-02,2.969717331721138387e-01
2.005000000000000000e+03,1.100000000000000000e+01,8.415329476978118395e-01,1.584670523021881605e-01,3.641425061051740963e-02,1.220528016916707509e-01
2.005000000000000000e+03,1.200000000000000000e+01,9.533552043586867031e-01,4.664479564131330386e-02,3.498606002826398775e-02,1.165873561304931263e-02
2.006000000000000000e+03,1.000000000000000000e+00,9.653393923407747046e-01,3.466060765922529541e-02,2.418472432778142472e-02,1.047588333144387068e-02
2.006000000000000000e+03,2.000000000000000000e+00,9.610640825909596563e-01,3.893591740904038534e-02,2.517673860560484811e-02,1.375917880343553897e-02
2.006000000000000000e+03,3.000000000000000000e+00,9.392528048391740603e-01,6.074719516082593279e-02,3.020949633649243696e-02,3.053769882433349583e-02
2.006000000000000000e+03,4.000000000000000000e+00,8.565315239770771027e-01,1.434684760229228973e-01,3.848849235687001880e-02,1.049799836660528785e-01
2.006000000000000000e+03,5.000000000000000000e+00,4.562796789387099095e-01,5.437203210612900905e-01,2.151223717306705585e-01,3.285979493306195320e-01
2.006000000000000000e+03,6.000000000000000000e+00,6.751431530443984252e-01,3.248568469556015748e-01,1.091788559552977766e-01,2.156779910003037981e-01
2.006000000000000000e+03,7.000000000000000000e+00,7.240686990671424406e-01,2.759313009328575594e-01,1.036826578445366742e-01,1.722486430883208852e-01
2.006000000000000000e+03,8.000000000000000000e+00,5.376702494045451086e-01,4.623297505954549469e-01,1.121122566581400637e-01,3.502174939373148832e-01
2.006000000000000000e+03,9.000000000000000000e+00,5.938616682163750937e-01,4.061383317836248508e-01,1.029884495823484292e-01,3.031498822012764216e-01
2.006000000000000000e+03,1.000000000000000000e+01,8.165452613914061519e-01,1.834547386085939036e-01,3.014853076423007483e-02,1.533062078443638288e-01
2.006000000000000000e+03,1.100000000000000000e+01,8.852823845666640823e-01,1.147176154333359455e-01,3.180995559290390740e-02,8.290765984043203807e-02
2.006000000000000000e+03,1.200000000000000000e+01,9.444544848540488147e-01,5.554551514595115064e-02,2.896314414716010324e-02,2.658237099879104740e-02
2.007000000000000000e+03,1.000000000000000000e+00,9.453044739261291518e-01,5.469552607387079962e-02,2.478795553561073325e-02,2.990757053826006637e-02
2.007000000000000000e+03,2.000000000000000000e+00,9.520807452494083334e-01,4.791925475059168743e-02,2.971940431059379509e-02,1.819985043999789234e-02
2.007000000000000000e+03,3.000000000000000000e+00,9.381318199434933724e-01,6.186818005650664837e-02,2.459788963315524823e-02,3.727029042335140013e-02
2.007000000000000000e+03,4.000000000000000000e+00,8.754136909866421234e-01,1.245863090133578349e-01,3.096508974635636680e-02,9.362121926700146812e-02
2.007000000000000000e+03,5.000000000000000000e+00,6.197092392159582186e-01,3.802907607840418369e-01,9.274117160748218680e-02,2.875495891765596501e-01
2.007000000000000000e+03,6.000000000000000000e+00,7.188260748969782510e-01,2.811739251030217490e-01,8.863997888873278996e-02,1.925339462142889591e-01
2.007000000000000000e+03,7.000000000000000000e+00,7.839814313966988468e-01,2.160185686033011254e-01,7.358860859024937695e-02,1.424299600130517485e-01
2.007000000000000000e+03,8.000000000000000000e+00,4.074870384702892201e-01,5.925129615297107799e-01,2.798343772271724705e-01,3.126785843025383094e-01
2.007000000000000000e+03,9.000000000000000000e+00,5.667305677115315188e-01,4.332694322884685367e-01,1.041002838698210087e-01,3.291691484186475281e-01
2.007000000000000000e+03,1.000000000000000000e+01,6.640248950443727871e-01,3.359751049556272129e-01,6.397024979947546486e-02,2.720048551561517480e-01
2.007000000000000000e+03,1.100000000000000000e+01,9.158001146903097522e-01,8.419988530969026164e-02,3.101565903969143861e-02,5.318422626999882302e-02
2.007000000000000000e+03,1.200000000000000000e+01,9.501824682289993218e-01,4.981753177100069208e-02,3.013226142433735391e-02,1.968527034666333816e-02
2.008000000000000000e+03,1.000000000000000000e+00,9.589521002476338873e-01,4.104789975236609878e-02,2.704108962698153346e-02,1.400681012538456706e-02
2.008000000000000000e+03,2.000000000000000000e+00,9.553719042104489301e-01,4.462809578955109768e-02,3.102137709385088121e-02,1.360671869570021821e-02
2.008000000000000000e+03,3.000000000000000000e+00,9.493670966661080790e-01,5.063290333389193487e-02,3.060249226251013713e-02,2.003041107138179774e-02
2.008000000000000000e+03,4.000000000000000000e+00,9.412944297667835691e-01,5.870557023321641005e-02,2.943826582757825411e-02,2.926730440563815594e-02
2.008000000000000000e+03,5.000000000000000000e+00,7.599647330020474767e-01,2.400352669979525233e-01,4.866242502282219773e-02,1.913728419751303256e-01
2.008000000000000000e+03,6.000000000000000000e+00,7.537309529665566776e-01,2.462690470334433224e-01,5.671233240784412377e-02,1.895567146255991986e-01
2.008000000000000000e+03,7.000000000000000000e+00,5.994367486505735032e-01,4.005632513494264968e-01,1.492733591381620872e-01,2.512898922112644096e-01
2.008000000000000000e+03,8.000000000000000000e+00,6.769885483257860326e-01,3.230114516742139119e-01,9.137512348606458001e-02,2.316363281881493319e-01
2.008000000000000000e+03,9.000000000000000000e+00,4.648060363287269681e-01,5.351939636712730319e-01,1.135049809061173254e-01,4.216889827651557066e-01
2.008000000000000000e+03,1.000000000000000000e+01,6.854585855487378421e-01,3.145414144512621024e-01,6.506127770289649170e-02,2.494801367483656107e-01
2.008000000000000000e+03,1.100000000000000000e+01,9.015108272243480547e-01,9.848917277565194528e-02,4.215724590571068991e-02,5.633192686994125536e-02
2.008000000000000000e+03,1.200000000000000000e+01,9.622950015761929654e-01,3.770499842380699990e-02,3.028824584645717355e-02,7.416752577349824613e-03
2.009000000000000000e+03,1.000000000000000000e+00,9.626898285663709753e-01,3.731017143362900385e-02,2.487343428773650805e-02,1.243673714589249406e-02
2.009000000000000000e+03,2.000000000000000000e+00,9.638395498552174701e-01,3.616045014478255076e-02,2.415774322466267277e-02,1.200270692011987626e-02
2.009000000000000000e+03,3.000000000000000000e+00,9.496831624982881026e-01,5.031683750171186270e-02,3.190188128863986200e-02,1.841495621307200070e-02
2.009000000000000000e+03,4.000000000000000000e+00,9.354809041493432620e-01,6.451909585065672414e-02,3.729214865335322981e-02,2.722694719730349433e-02
2.009000000000000000e+03,5.000000000000000000e+00,8.465647998695994270e-01,1.534352001304005730e-01,2.431792896481313471e-02,1.291172711655874383e-01
2.009000000000000000e+03,6.000000000000000000e+00,6.989735407664395828e-01,3.010264592335604172e-01,7.711615434986826556e-02,2.239103048836921517e-01
2.009000000000000000e+03,7.000000000000000000e+00,7.533938425493693636e-01,2.466061574506306087e-01,7.551717371201663309e-02,1.710889837386139756e-01
2.009000000000000000e+03,8.000000000000000000e+00,6.628304490972449781e-01,3.371695509027550774e-01,1.066466952155042947e-01,2.305228556872507828e-01
2.009000000000000000e+03,9.000000000000000000e+00,6.309406183179657734e-01,3.690593816820341710e-01,6.448712181471943916e-02,3.045722598673147319e-01
2.009000000000000000e+03,1.000000000000000000e+01,8.676527360242087816e-01,1.323472639757912461e-01,2.935256021924351200e-02,1.029947037565477341e-01
2.009000000000000000e+03,1.100000000000000000e+01,8.730575540572451665e-01,1.269424459427548613e-01,3.311107499999618731e-02,9.383137094275867396e-02
2.009000000000000000e+03,1.200000000000000000e+01,9.479106460714492588e-01,5.208935392855070651e-02,2.987176859829865014e-02,2.221758533025205637e-02
2.010000000000000000e+03,1.000000000000000000e+00,9.356519725754717243e-01,6.434802742452831736e-02,2.971212860181655924e-02,3.463589882271175813e-02
2.010000000000000000e+03,2.000000000000000000e+00,9.141590385586704226e-01,8.584096144132960515e-02,3.009422694798781495e-02,5.574673449334179021e-02
2.010000000000000000e+03,3.000000000000000000e+00,8.763775931706936362e-01,1.236224068293063777e-01,3.390942382316060322e-02,8.971298300614577448e-02
2.010000000000000000e+03,4.000000000000000000e+00,6.813191737122401559e-01,3.186808262877598441e-01,3.541766979434901597e-02,2.832631564934108281e-01
2.010000000000000000e+03,5.000000000000000000e+00,6.879186197869602282e-01,3.120813802130397718e-01,5.952909019494651011e-02,2.525522900180932617e-01
2.010000000000000000e+03,6.000000000000000000e+00,4.950585514538907717e-01,5.049414485461092283e-01,1.485872117120113356e-01,3.563542368340978927e-01
2.010000000000000000e+03,7.000000000000000000e+00,5.612713414699800341e-01,4.387286585300199659e-01,1.829671584488303804e-01,2.557615000811895856e-01
2.010000000000000000e+03,8.000000000000000000e+00,2.853896752102531575e-01,7.146103247897468425e-01,3.116574795281597532e-01,4.029528452615870893e-01
2.010000000000000000e+03,9.000000000000000000e+00,3.915778401498151151e-01,6.084221598501848849e-01,1.565412163609806173e-01,4.518809434892042676e-01
2.010000000000000000e+03,1.000000000000000000e+01,8.065385797917821176e-01,1.934614202082179102e-01,3.759463570519488984e-02,1.558667845030230203e-01
2.010000000000000000e+03,1.100000000000000000e+01,8.505146153054802260e-01,1.494853846945198017e-01,4.690972378547679511e-02,1.025756609090430066e-01
2.010000000000000000e+03,1.200000000000000000e+01,9.309302927310386666e-01,6.906970726896133339e-02,4.149763930162382597e-02,2.757206796733750742e-02
2.011000000000000000e+03,1.000000000000000000e+00,9.632369543123926459e-01,3.676304568760734026e-02,2.666879199944779261e-02,1.009425368815954766e-02
